identifier,serie,title,date,langue
oai:persee:article/versa_1285-8412_1998_num_1_1_1137,Versalia. Revue de la Société des Amis de Versailles,"La bataille de Solférino, 1861 par Adolphe Yvon (1817-1893)",1998,fre
oai:persee:article/versa_1285-8412_1998_num_1_1_1136,Versalia. Revue de la Société des Amis de Versailles,"François-Joseph de Saint-Georges, marquis de Vérac (1758-1868) par Robert Lefèvre (1755-1830)",1998,fre
oai:persee:article/vibra_0295-6063_1985_num_1_1_868,Vibrations,Eléments pour une bibliographie,1985,fre
oai:persee:article/vibra_0295-6063_1985_num_1_1_857,Vibrations,3. Notes sur l'acclimatation du jazz en France,1985,fre
oai:persee:article/vibra_0295-6063_1985_num_1_1_883_t1_0217_0000_3,Vibrations,"Jean Edel Berthier, Chantons tous, 1984",1985,fre
oai:persee:article/vilpa_0242-2794_1978_num_2_1_886,Villes en Parallèle,Les transformations du réseau urbain albanais. L'essor d'une capitale : Tirana,1978,fre
oai:persee:article/vilpa_0242-2794_1978_num_2_1_899,Villes en Parallèle,Continuités urbaines et discontinuités sociales à Tunis,1978,fre
oai:persee:article/vilpa_0242-2794_1978_num_1_1_875,Villes en Parallèle,Mythologie et discours théorique en géographie : réflexions préalables,1978,fre
oai:persee:article/xxs_0294-1759_1984_num_1_1_1761,"Vingtième Siècle, revue d'histoire",Histoire et pouvoir dans 1984,1984,fre
oai:persee:article/xxs_0294-1759_1984_num_1_1_1769,"Vingtième Siècle, revue d'histoire",Le siècle de la contingence ?,1984,fre
oai:persee:article/xxs_0294-1759_1984_num_1_1_1762,"Vingtième Siècle, revue d'histoire",Le moyen âge entre le futur et l'avenir,1984,fre
oai:persee:article/vita_0042-7306_2000_num_160_1_1097,Vita Latina,Deux interprétations de la Thébaïde de Stace,2000,fre
oai:persee:article/vita_0042-7306_1996_num_141_1_939,Vita Latina,Du latin pour quoi faire ? (bis),1996,fre
oai:persee:article/vita_0042-7306_1992_num_126_1_1311,Vita Latina,Action exemplaire au lycée de Ploermel,1992,fre
oai:persee:article/xvii_0291-3798_1976_num_3_1_911_t1_0064_0000_2,XVII-XVIII. Revue de la Société d'études anglo-américaines des XVIIe et XVIIIe siècles,"Arthur H. Scouten and Robert D. Hume, ed., The Country Gentleman de Sir Robert Howard and George Villiers, 2nd Duke of Buckingham",1976,fre
oai:persee:article/xvii_0294-1953_1978_act_7_1_2145,XVII-XVIII. Revue de la Société d'études anglo-américaines des XVIIe et XVIIIe siècles,Amour et mariage au XVIIe siècle dans les Colonies américaines du Sud.,1978,fre
oai:persee:article/xvii_0291-3798_1977_num_5_1_937_t1_0100_0000_1,XVII-XVIII. Revue de la Société d'études anglo-américaines des XVIIe et XVIIIe siècles,"Pierre Arnaud, Ann Radcliffe et le fantastique, essai de psychobiographie",1977,fre
oai:persee:article/caoum_0373-5834_1949_num_2_5_1606,Cahiers d'outre-mer,La Géographie Médicale de la Martinique,1949,fre
oai:persee:article/caoum_0373-5834_1948_num_1_1_1553,Cahiers d'outre-mer,Données sur l'agriculture marocaine,1948,fre
oai:persee:article/caoum_0373-5834_1948_num_1_2_1560,Cahiers d'outre-mer,Casablanca. Eléments pour une étude de géographie urbaine,1948,fre
oai:persee:article/ecofi_0987-3368_1995_hos_5_1_2566,Revue d'économie financière,Partenariat public-privé et développement territorial en Espagne,1995,fre
oai:persee:article/ecofi_0987-3368_1999_num_53_3_3710,Revue d'économie financière,Commerce électronique et emploi,1999,fre
oai:persee:article/ecofi_0987-3368_2002_num_66_2_3753,Revue d'économie financière,L’environnement et la Bourse,2002,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_868,Publications de l'Académie des Inscriptions et Belles-Lettres,La ténèbre (γνόφος) : l'héritage alexandrin de saint Grégoire de Nysse,1991,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_866,Publications de l'Académie des Inscriptions et Belles-Lettres,Le philosophe et le sacré. Réflexions sur le caractère hiératique de la philosophie chez Jamblique,1991,fre
oai:persee:article/keryl_1275-6229_1991_act_1_1_876,Publications de l'Académie des Inscriptions et Belles-Lettres,"Liberté, créativité et l'un chez Plotin (résumé)",1991,fre
oai:persee:article/gaia_1287-3349_2000_num_4_1_1351,Gaia : revue interdisciplinaire sur la Grèce Archaïque,Sponde et Homère. Une lecture érudite des poèmes homériques à la fin du XVIe siècle,2000,fre
oai:persee:article/gaia_1287-3349_2001_num_5_1_1364,Gaia : revue interdisciplinaire sur la Grèce Archaïque,Da Fränkel a Kahane. Considerazioni sulla divisione in cola dell'esametro omerico,2001,fre
oai:persee:article/gaia_1287-3349_2001_num_5_1_1362,Gaia : revue interdisciplinaire sur la Grèce Archaïque,Éditer l'Iliade I. La transmission et ses débats : perspectives critiques,2001,fre
oai:persee:article/espos_0755-7809_1984_num_2_3_979,"Espace, populations, sociétés",Le cancer en Europe,1984,fre
oai:persee:article/espos_0755-7809_1988_num_6_1_1253,"Espace, populations, sociétés",Les particularités des ménages parisiens,1988,fre
oai:persee:article/espos_0755-7809_1989_num_7_3_1339,"Espace, populations, sociétés",Interstate Mortality Differentials in the United States: a parameterized Description,1989,fre
oai:persee:article/numi_0484-8942_1958_num_6_1_896,Revue Numismatique,La fin du monnayage d'Orange,1958,fre
oai:persee:article/numi_0484-8942_1958_num_6_1_2632,Revue Numismatique,Planches,1958,fre
oai:persee:article/numi_0484-8942_1958_num_6_1_902_t1_0203_0000_3,Revue Numismatique,"Georg Galster, Coins and History. Selected numismatics essays by Georg Galster.",1958,fre
oai:persee:article/globe_0398-3412_1956_num_95_1_3409,Le Globe. Revue genevoise de géographie,Une conception nouvelle de la genèse morphologique du plateau genevois,1956,fre
oai:persee:article/globe_0398-3412_1956_num_95_1_3995,Le Globe. Revue genevoise de géographie,Comment mesurer les mouvements actuels et récents de l'écorce terrestre,1956,fre
oai:persee:article/globe_0398-3412_1956_num_95_1_3983,Le Globe. Revue genevoise de géographie,"Présidence de M. Jean-F. Rouiller, président",1956,fre
oai:persee:article/sfhom_0000-0001_1927_edc_3_2_889,Publications de la Société française d'histoire des outre-mers,Instructions générales données de 1763 à 1870 aux gouverneurs et ordonnateurs des établissements français en Afrique Occidentale. Tome II : 1831-1870,1927,fre
oai:persee:article/sfhom_0000-0001_1928_mon_4_4_891,Publications de la Société française d'histoire des outre-mers,Dupleix et l’Inde française 1749-1754. Tome IV,1928,fre
oai:persee:article/sfhom_1768-7144_1981_mel_5_1_957,Publications de la Société française d'histoire des outre-mers,Anglo-Saxon Attitudes : a Personal Note about Sierra Leone Studies,1981,fre
oai:persee:article/rhpr_0035-2403_1921_num_1_1_2318,Revue d'histoire et de philosophie religieuses,Revue des Revues,1921,fre
oai:persee:article/rhpr_0035-2403_1921_num_1_1_2317_t1_0084_0000_2,Revue d'histoire et de philosophie religieuses,"Wilhelm Koepp, Johann Arndt (Die Klassiker der Religion, herausgegeben von Gustav Pfannmueller, II), 1912",1921,fre
oai:persee:article/rhpr_0035-2403_1921_num_1_2_2324_t1_0187_0000_1,Revue d'histoire et de philosophie religieuses,"Heinrich Appel, Der Hebräerbrief, ein Schreiben des Apollos an die Judenchristen der korinthischen Gemeinde, Leipzig, 1918, A. Deichert, W. Scholl",1921,fre
oai:persee:article/revpe_2021-4111_1878_num_1_1_1184,La revue pédagogique,Actes officiels,1878,fre
oai:persee:article/revpe_2021-4111_1878_num_1_1_1205,La revue pédagogique,"Informations, Nouvelles et Faits scolaires",1878,fre
oai:persee:article/revpe_2021-4111_1878_num_1_1_1193,La revue pédagogique,Travaux parlementaires,1878,fre
oai:persee:article/hes_0752-5702_1982_num_1_1_1286,"Histoire, économie et société",L'analyse comptable : un instrument pour l'histoire des entreprises. La Société Générale d'Entreprises 1908-1945,1982,fre
oai:persee:article/hes_0752-5702_1982_num_1_3_1296,"Histoire, économie et société",Notariat et mentalités au XVIème siècle : Benoît de Troncy et son formulaire drolatique,1982,fre
oai:persee:article/hes_0752-5702_1982_num_1_3_1298,"Histoire, économie et société",L'infra-justice à Paris d'après les archives notariales,1982,fre
oai:persee:article/comin_0382-7798_1975_num_1_1_922,Communication. Information Médias Théories,L'inventaire des journaux québécois,1975,fre
oai:persee:article/comin_0382-7798_1975_num_1_1_928,Communication. Information Médias Théories,"Jean Egen, Messieurs du Canard, 1973",1975,fre
oai:persee:article/comin_0382-7798_1975_num_1_1_943,Communication. Information Médias Théories,À signaler,1975,fre
oai:persee:article/metis_1105-2201_1994_num_9_1_1006,Mètis. Anthropologie des mondes grecs anciens,Avertissement,1994,fre
oai:persee:article/metis_1105-2201_1994_num_9_1_1027,Mètis. Anthropologie des mondes grecs anciens,Attalus Noni M(arci) S(ervvs) [Un Trévire à Aesernia],1994,fre
oai:persee:article/metis_1105-2201_1994_num_9_1_1021,Mètis. Anthropologie des mondes grecs anciens,Manipulation of Patriotic Conventions by Odysseus in the Hecuba,1994,fre
oai:persee:article/dha_0755-7256_1974_num_1_1_1374,Dialogues d'histoire ancienne,Julien et Apamée : Aspects de la restauration de l'hellénisme et de la politique antichrétienne de l'empereur,1974,fre
oai:persee:article/dha_0755-7256_1974_num_1_1_1362,Dialogues d'histoire ancienne,Essai d'analyse économique à partir des rites funéraires protohistoriques,1974,fre
oai:persee:article/dha_0755-7256_1974_num_1_1_1366,Dialogues d'histoire ancienne,Le numéraire des Volcae Tectosages et l'hégémonie arverne,1974,fre
oai:persee:article/adh_0066-2062_1967_num_1966_1_919,Annales de Démographie Historique,Mouvement ouvrier et néo-malthusianisme au début du XXe siècle,1967,fre
oai:persee:article/adh_0066-2062_1966_num_1965_1_899,Annales de Démographie Historique,La population norvégienne 1789-1815,1966,fre
oai:persee:article/adh_0066-2062_1967_num_1966_1_943,Annales de Démographie Historique,Démographie et sources fiscales (A propos d'une communication d'A. Leroi),1967,fre
oai:persee:article/hsr_1254-728x_1994_num_1_1_870_t1_0244_0000_2,Histoire & Sociétés Rurales,"«La maison villageoise dans le monde méditerranéen au Moyen Âge» (Erice, 16-23 octobre 1993)",1994,fre
oai:persee:article/hsr_1254-728x_1994_num_1_1_872,Histoire & Sociétés Rurales,Abstracts,1994,fre
oai:persee:article/hsr_1254-728x_1994_num_1_1_869_t1_0242_0000_3,Histoire & Sociétés Rurales,"Antoine Paillet, «Les techniques d’agriculture préindustrielles du Bourbonnais», Université de Paris IV -Sorbonne, 1992, 2 vol., 608 p",1994,fre
oai:persee:article/antiq_0770-2817_1932_num_1_1_2937,L'antiquité classique,De Reliefsigillata van het museum te Tongeren,1932,fre
oai:persee:article/antiq_0770-2817_1938_num_7_2_3511_t1_0433_0000_2,L'antiquité classique,Erik Wiken. Die Kunde der Hellenen von dem Lande und den Völkern der Apenninenhalbinsel bis 300 v. Chr. nebst einer Skizze des primitiven Weltbildes der Vorhellenen und der Hellenen,1938,fre
oai:persee:article/antiq_0770-2817_1932_num_1_1_2947,L'antiquité classique,Céramique grecque à Rouen,1932,fre
oai:persee:article/shmes_1261-9078_1973_act_3_1_1560,Actes des congrès de la Société des historiens médiévistes de l'enseignement supérieur public,Essai de typologie de l'habitat seigneurial dans l'Argonne aux XIe-XIIe siècles d'après des vestiges relevés sur le terrain,1972,fre
oai:persee:article/shmes_1261-9078_1972_act_1_1_1179,Actes des congrès de la Société des historiens médiévistes de l'enseignement supérieur public,Discussion,1970,fre
oai:persee:article/shmes_1261-9078_1973_act_3_1_1555,Actes des congrès de la Société des historiens médiévistes de l'enseignement supérieur public,L'habitation rurale en Provence occidentale : techniques de construction et d'aménagement d'après des fouilles récentes,1972,fre
oai:persee:article/sciso_0998-8262_1990_num_19_1_1466,Sciences de la Société,Les deux font la paire,1990,fre
oai:persee:article/sciso_0998-8262_1990_num_19_1_1457,Sciences de la Société,L'entreprise innovatrice ou la créativité au quotidien,1990,fre
oai:persee:article/sciso_0998-8262_1990_num_19_1_1461,Sciences de la Société,Quand l'information et la communication interpellent la recherche.,1990,fre
oai:persee:article/dirht_1636-869x_1957_cat_6_1_1033,"Documents, études et répertoires de l'Institut de Recherche et d'Histoire des Textes",Les certificats de lecture et de transmission dans les manuscrits arabes de la Bibliothèque nationale de Paris,1957,fre
oai:persee:article/dirht_0073-8212_1998_cat_12_1_1029,"Documents, études et répertoires de l'Institut de Recherche et d'Histoire des Textes",Chartes et documents de l’abbaye de Saint-Magloire. Tome I. Fin du Xe siècle-1280,1998,fre
oai:persee:article/dirht_1636-869x_1958_cat_1_1_1026,"Documents, études et répertoires de l'Institut de Recherche et d'Histoire des Textes",Répertoire des bibliothèques et des catalogues de manuscrits grecs,1958,fre
oai:persee:article/reden_1283-8446_2000_num_4_2_1256,Revue Européenne de Droit de l'Environnement,Autriche,2000,fre
oai:persee:article/reden_1283-8446_1999_num_3_2_1122,Revue Européenne de Droit de l'Environnement,Espagne,1999,fre
oai:persee:article/reden_1283-8446_2000_num_4_2_1285_t1_0243_0000_1,Revue Européenne de Droit de l'Environnement,"Yvonne Scannel et Robert Cannon, Martin Clarke, Oran Doyle, « The Habitats Directive in Ireland », 1999",2000,fre
oai:persee:article/aquit_0758-9670_1983_num_1_1_995,Aquitania : une revue inter-régionale d'archéologie,Analyse palynologique d’un site médiéval : La motte de Bourzac (Dordogne),1983,fre
oai:persee:article/aquit_0758-9670_1983_num_1_1_1341,Aquitania : une revue inter-régionale d'archéologie,Éditorial,1983,fre
oai:persee:article/aquit_0758-9670_1984_num_2_1_1010,Aquitania : une revue inter-régionale d'archéologie,Découverte à Limoges de deux amphores de M. Porcius et Sex.Domitius/Saturio,1984,fre
oai:persee:article/aommb_2023-1792_1893_num_1_1_852,Collections de glaciologie,Préface et historique,1893,fre
oai:persee:article/etgla_0983-6500_1927_num_6_1_929,Collections de glaciologie,"Reconnaissance des fronts glaciaires de la Pilatte, la Bonnepierre et la Selle, en 1917",1927,fre
oai:persee:article/etgla_0983-6500_1925_num_5_1_942,Collections de glaciologie,Annexe,1925,fre
oai:persee:article/carav_0008-0152_1968_num_10_1_1193,Caravelle. Cahiers du monde hispanique et luso-brésilien,Poesia,1968,fre
oai:persee:article/carav_0008-0152_1969_num_12_1_1724,Caravelle. Cahiers du monde hispanique et luso-brésilien,Chronique,1969,fre
oai:persee:article/carav_0184-7694_1964_num_2_1_1074,Caravelle. Cahiers du monde hispanique et luso-brésilien,Meditaciones sobre México,1964,fre
oai:persee:article/perch_1021-9013_1992_num_10_1_1600,Perspectives chinoises,Index des caractères chinois,1992,fre
oai:persee:article/perch_1021-9013_1992_num_10_1_1583,Perspectives chinoises,"Quand ""les élites"" tirent les leçons d'un massacre: le nouveau néo-autoritarisme",1992,fre
oai:persee:article/perch_1021-9013_1992_num_4_1_1513,Perspectives chinoises,"Extraits de Huang Huo (Le Péril jaune) de Bao Mi, traduits",1992,fre
oai:persee:article/anatv_1013-9559_1991_arc_5_1_884,Publications de l'Institut Français d'Études Anatoliennes,Table des matières,1991,fre
oai:persee:article/anatv_1013-9559_1991_arc_5_1_882,Publications de l'Institut Français d'Études Anatoliennes,Deux inscriptions du Pont en l'honneur de L. Aelius Caesar,1991,fre
oai:persee:article/anatv_1013-9559_1991_arc_5_1_874,Publications de l'Institut Français d'Études Anatoliennes,Avant-Propos,1991,fre
oai:persee:article/acsam_0000-0000_1998_act_6_1_1121,Actes des congrès de la Société d'archéologie médiévale,Aménagements hydrauliques : le cas de Cluny,1998,fre
oai:persee:article/acsam_0000-0000_1998_act_6_1_1160,Actes des congrès de la Société d'archéologie médiévale,Innovation technologique dans le travail de l'os à Strasbourg au XVe siècle,1998,fre
oai:persee:article/acsam_0000-0000_1998_act_6_1_1165,Actes des congrès de la Société d'archéologie médiévale,L'astrarium de Dondi et l'horlogerie planétaire aux XIVe-XVIe siècles,1998,fre
